algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
5,18,50,30,-100,100,22.3614, 3.22169, 12.7828, 22.2313, 1667.37, 15.5247, 28.3075, 
12,9,50,30,-32,32,41.5523, 20.6622, 87.8752, 38.8655, 3773.18, 1.32148, 89.1966, 
8,5,50,30,-500,500,0.0157994, 0.0184559, 0.108314, 0.0116267, 2910.31, 0.00112018, 0.109434, 
4,8,50,30,-32,32,-61.2694, 11.1556, 61.0726, -62.6698, 2837.86, -77.0423, -15.9697, 
1,10,50,30,-500,500,-13753.9, 1036.03, 4787.49, -13685.7, 3659.75, -16680.9, -11893.4, 
12,14,50,30,-30,30,-8.30228, 2.00186, 9.74749, -8.18639, 2809.8, -13.9387, -4.19125, 
4,4,50,30,-30,30,141.617, 22.5233, 120.76, 143.871, 2044.49, 81.8623, 202.623, 
2,7,50,30,-30,30,42.0103, 1.62078, 6.51646, 42.1238, 4249.33, 38.1455, 44.662, 
7,7,50,30,-30,30,51.6865, 2.4036, 10.2698, 51.8183, 4481.83, 45.8034, 56.0732, 
6,10,50,30,-500,500,-14247.1, 3019.22, 10743, -14004.9, 4115.3, -19783.3, -9040.2, 
4,3,50,30,-100,100,3945.82, 5922.15, 28118.4, 1148.39, 1060.81, 229.942, 28348.4, 
0,12,50,30,-100,100,6.21717, 0.586249, 3.47353, 6.22953, 2945.8, 4.84837, 8.3219, 
5,4,50,30,-30,30,138.059, 13.1068, 52.8029, 137.958, 2078.8, 109.36, 162.163, 
14,8,50,30,-32,32,31.7791, 25.1376, 115.092, 27.6965, 4377.2, -12.6935, 102.399, 
0,18,50,30,-100,100,17.9905, 4.0365, 16.1599, 18.0672, 1826.85, 10.8914, 27.0512, 
2,4,50,30,-30,30,160.392, 12.2524, 53.1116, 159.635, 2011.13, 133.816, 186.928, 
0,16,50,30,-10,10,3.84518, 2.65025, 15.4, 3.11185, 4286.27, 0.640008, 16.04, 
1,2,50,30,-100,100,3.4233, 1.64102, 9.69131, 2.90706, 900.488, 1.44129, 11.1326, 
6,12,50,30,-100,100,6.24412, 0.912512, 4.30002, 6.17958, 2771.42, 4.64177, 8.9418, 
5,11,50,30,-500,500,-7264.64, 378.668, 1639.93, -7143.1, 4622.37, -8363.74, -6723.81, 
5,1,50,30,-512,512,1861.06, 262.467, 1503.08, 1831.28, 1861.12, 1188.6, 2691.68, 
2,16,50,30,-10,10,0.577938, 0.112376, 0.453516, 0.551766, 4063.7, 0.405514, 0.85903, 
3,5,50,30,-500,500,0.962564, 0.0636919, 0.293337, 0.974963, 2785.77, 0.760945, 1.05428, 
14,15,50,30,-100,100,5871.97, 4573.4, 25163.1, 4895.84, 1271.94, 901.039, 26064.1, 
5,16,50,30,-10,10,0.522549, 0.117966, 0.527842, 0.502663, 4110.93, 0.293137, 0.820979, 
9,8,50,30,-32,32,-47.1066, 20.2459, 75.1051, -53.4185, 3157.75, -71.9122, 3.19291, 
2,1,50,30,-512,512,3176.05, 273.965, 1758.02, 3175.68, 1815.36, 2189.16, 3947.18, 
7,5,50,30,-500,500,1.11973, 0.0275376, 0.144722, 1.11898, 3038.58, 1.04668, 1.1914, 
14,9,50,30,-32,32,220.732, 31.4403, 140.858, 220.125, 7848.35, 171.381, 312.239, 
5,17,50,30,-100,100,128.013, 30.6352, 138.628, 126.135, 1148.73, 73.2624, 211.891, 
6,5,50,30,-500,500,0.0143056, 0.014159, 0.0593619, 0.0109712, 2753.98, 0.0010414, 0.0604033, 
4,13,50,30,0,3.14159,-16.2147, 0.767858, 3.68174, -16.0649, 4086.76, -18.3316, -14.6499, 
13,10,50,30,-500,500,-10675.6, 1102.08, 4495.67, -10322.9, 3863.15, -13246.1, -8750.4, 
11,3,50,30,-100,100,20887.4, 139901, 1e+06, 85.2312, 1368.99, 24.6669, 1.00003e+06, 
9,1,50,30,-512,512,2294.62, 751.674, 4553.3, 2123.9, 2022.66, 1274.25, 5827.55, 
10,8,50,30,-32,32,-60.8057, 3.52093, 18.2915, -60.9849, 3166.91, -69.3279, -51.0364, 
6,15,50,30,-100,100,0.0291194, 0.0695024, 0.421647, 0.00702235, 1288.13, 0.000162724, 0.42181, 
0,7,50,30,-30,30,30.7248, 0.480038, 2.15068, 30.7323, 4445.97, 29.6721, 31.8228, 
11,8,50,30,-32,32,-9.0223, 23.1017, 107.189, -11.826, 2163.08, -50.5995, 56.5894, 
10,13,50,30,0,3.14159,-13.6563, 0.75603, 3.99731, -13.5103, 4350.37, -16.3548, -12.3575, 
15,5,50,30,-500,500,0.0365741, 0.0820676, 0.436347, 0.00119158, 7133.4, 0, 0.436347, 
3,7,50,30,-30,30,41.1714, 1.21657, 5.80761, 41.1672, 4268.7, 37.8712, 43.6788, 
10,3,50,30,-100,100,34467.4, 13728.6, 52111.4, 35458.7, 1298.3, 12362.8, 64474.2, 
6,6,50,30,-30,30,-32.7825, 0.754343, 3.22255, -32.722, 2390.57, -34.2965, -31.0739, 
