algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
8,12,10,30,-100,100,5.53034, 0.845867, 2.77042, 5.35194, 20756, 4.22159, 6.99201, 
8,13,10,30,0,3.14159,-15.3507, 0.294644, 0.897589, -15.4886, 34482, -15.7111, -14.8135, 
8,14,10,30,-30,30,-5.20982, 0.408431, 1.48719, -5.13873, 29143, -6.05372, -4.56653, 
8,15,10,30,-100,100,0, 0, 0, 0, 8484, 0, 0, 
8,16,10,30,-10,10,0.00895283, 0.0268585, 0.0895283, 1.49966e-32, 38650, 1.49966e-32, 0.0895283, 
8,17,10,30,-100,100,7.5, 2.33602e-07, 4.76837e-07, 7.5, 13666, 7.5, 7.5, 
8,18,10,30,-100,100,0.00215075, 0.00645189, 0.0215064, 1.99489e-07, 20745, 2.80235e-09, 0.0215064, 
8,2,10,30,-100,100,2.79289e-36, 5.58871e-37, 1.84444e-36, 2.79089e-36, 11958, 1.8054e-36, 3.64984e-36, 
8,3,10,30,-100,100,29.3879, 17.1628, 60.0401, 23.4313, 6784, 20.1395, 80.1796, 
8,4,10,30,-30,30,133.298, 12.1204, 37.4647, 136.775, 14169, 110.392, 147.857, 
8,5,10,30,-500,500,0.00394314, 0.00495331, 0.0123209, 2.22045e-16, 18702, 0, 0.0123209, 
8,6,10,30,-30,30,-35.478, 0.497467, 1.78404, -35.317, 14309, -36.4515, -34.6674, 
8,7,10,30,-30,30,44.7154, 1.46551, 4.73282, 44.7366, 45024, 42.3428, 47.0756, 
8,8,10,30,-32,32,-80.0155, 1.75232, 5.95657, -79.8306, 27564, -83.2644, -77.3078, 
8,9,10,30,-32,32,-1.28786e-14, 0, 0, -1.28786e-14, 44168, -1.28786e-14, -1.28786e-14, 
9,1,10,30,-512,512,1983.42, 333.976, 1122.8, 2012.4, 19435, 1388.09, 2510.9, 
9,10,10,30,-500,500,-18498.7, 1809.2, 5625.63, -18167.1, 29424, -21280.1, -15654.5, 
9,11,10,30,-500,500,-11184.8, 1989.06, 6407.37, -11879.7, 37379, -13641.7, -7234.35, 
9,12,10,30,-100,100,5.94172, 1.30301, 4.48522, 5.50693, 21653, 4.3231, 8.80832, 
9,13,10,30,0,3.14159,-13.7259, 0.464641, 1.73054, -13.8303, 30661, -14.2595, -12.5289, 
9,14,10,30,-30,30,-5.6437, 1.04857, 3.22027, -5.33261, 26687, -7.692, -4.47174, 
9,15,10,30,-100,100,0, 0, 0, 0, 6579, 0, 0, 
9,16,10,30,-10,10,0.580332, 0.452323, 1.54203, 0.454324, 36174, 1.49966e-32, 1.54203, 
9,17,10,30,-100,100,7.5, 2.18514e-07, 4.76837e-07, 7.5, 7685, 7.5, 7.5, 
9,18,10,30,-100,100,10.5604, 25.9041, 86.6741, 0.00543964, 17903, 3.1852e-06, 86.6741, 
9,2,10,30,-100,100,8.41333e-34, 7.57596e-34, 2.46104e-33, 5.34592e-34, 6087, 1.77999e-34, 2.63904e-33, 
9,3,10,30,-100,100,4.33426, 3.48579, 10.8081, 3.96478, 7031, 0.000911561, 10.809, 
9,4,10,30,-30,30,106.535, 49.0916, 122.948, 119.326, 14634, 37.8084, 160.756, 
9,5,10,30,-500,500,0.00935811, 0.00610435, 0.0221267, 0.00985723, 20846, 2.22045e-16, 0.0221267, 
9,6,10,30,-30,30,-33.8493, 0.659667, 2.36708, -33.7938, 17039, -35.3307, -32.9636, 
9,7,10,30,-30,30,48.6171, 3.1876, 12.1966, 48.5996, 42594, 42.7825, 54.9791, 
9,8,10,30,-32,32,-71.1412, 5.84683, 21.6861, -72.7137, 25742, -79.4012, -57.7151, 
9,9,10,30,-32,32,37.5444, 44.3111, 142.715, 22.2531, 39953, -1.28786e-14, 142.715, 
